date,category,units_sold,revenue
2025-07-10,Office Supplies,3291,102218.0
2025-07-10,Shipping,1480,57904.479999999996
2025-07-10,Technology,626,184312.34
2025-07-11,Breakroom,2284,44981.96
2025-07-11,Furniture,716,411298.11
2025-07-11,Office Supplies,3662,117076.84
2025-07-11,Shipping,1461,56909.62
2025-07-11,Technology,562,163374.31
2025-07-12,Breakroom,1396,29475.95
2025-07-12,Furniture,395,224077.62
2025-07-12,Office Supplies,2110,66709.1
2025-07-12,Shipping,859,34091.11
2025-07-12,Technology,353,95004.02
2025-07-13,Breakroom,1387,28273.15
2025-07-13,Furniture,388,219521.66999999998
2025-07-13,Office Supplies,2065,65373.59
2025-07-13,Shipping,864,34340.76
2025-07-13,Technology,350,93353.97
2025-07-14,Breakroom,2371,47768.1
2025-07-14,Furniture,707,414717.28
2025-07-14,Office Supplies,3365,106667.88
2025-07-14,Shipping,1518,59414.71
2025-07-14,Technology,626,160950.9
2025-07-15,Breakroom,2396,49316.06
2025-07-15,Furniture,700,400343.68
2025-07-15,Office Supplies,3585,111227.68000000001
2025-07-15,Shipping,1373,53459.57
2025-07-15,Technology,646,167464.03
2025-07-16,Breakroom,2323,46890.72
2025-07-16,Furniture,669,389350.83
2025-07-16,Office Supplies,3612,115037.21
2025-07-16,Shipping,1539,59023.32
2025-07-16,Technology,625,164851.95
2025-07-17,Breakroom,2337,45575.07
2025-07-17,Furniture,646,369005.29
2025-07-17,Office Supplies,3540,113541.57
2025-07-17,Shipping,1369,54820.09
2025-07-17,Technology,662,176138.94
2025-07-18,Breakroom,2300,47404.01
2025-07-18,Furniture,740,428673.93
2025-07-18,Office Supplies,3601,112505.24
2025-07-18,Shipping,1510,58623.23
2025-07-18,Technology,675,172428.4
2025-07-19,Breakroom,1449,28591.08
2025-07-19,Furniture,405,239497.4
2025-07-19,Office Supplies,2018,63617.73
2025-07-19,Shipping,880,35085.87
2025-07-19,Technology,346,105086.97
2025-07-20,Breakroom,1403,28824.09
2025-07-20,Furniture,434,246397.53
2025-07-20,Office Supplies,2069,64271.55
2025-07-20,Shipping,932,36714.25
2025-07-20,Technology,366,101357.56
2025-07-21,Breakroom,2377,48399.93
2025-07-21,Furniture,739,416786.24
2025-07-21,Office Supplies,3478,108735.01
2025-07-21,Shipping,1448,58888.18
2025-07-21,Technology,635,168565.58
2025-07-22,Breakroom,2247,45359.53
2025-07-22,Furniture,693,409066.23
2025-07-22,Office Supplies,3518,114085.62
2025-07-22,Shipping,1389,53154.97
2025-07-22,Technology,615,169573.28
2025-07-23,Breakroom,2285,45969.72
2025-07-23,Furniture,684,406042.61
2025-07-23,Office Supplies,3518,110471.69
2025-07-23,Shipping,1512,58224.45
2025-07-23,Technology,680,197666.69999999998
2025-07-24,Breakroom,2189,45062.63
2025-07-24,Furniture,729,429366.8
2025-07-24,Office Supplies,3484,110707.78
2025-07-24,Shipping,1377,51667.13
2025-07-24,Technology,629,171161.35
2025-07-25,Breakroom,2427,48602.32
2025-07-25,Furniture,705,411143.1
2025-07-25,Office Supplies,3521,110363.06
2025-07-25,Shipping,1503,58977.72
2025-07-25,Technology,670,167310.8
2025-07-26,Breakroom,1426,29242.83
2025-07-26,Furniture,387,234669.01
2025-07-26,Office Supplies,2096,67251.33
2025-07-26,Shipping,915,35368.03
2025-07-26,Technology,349,96940.39
2025-07-27,Breakroom,1360,28049.52
2025-07-27,Furniture,378,213989.79
2025-07-27,Office Supplies,2132,67070.58
2025-07-27,Shipping,872,33802.19
2025-07-27,Technology,395,110133.64
2025-07-28,Breakroom,2421,49039.23
2025-07-28,Furniture,711,418114.22
2025-07-28,Office Supplies,3613,113692.23
2025-07-28,Shipping,1500,58626.18
2025-07-28,Technology,637,158729.74
2025-07-29,Breakroom,2509,51661.22
2025-07-29,Furniture,704,413488.85
2025-07-29,Office Supplies,3488,111347.89
2025-07-29,Shipping,1487,58027.340000000004
2025-07-29,Technology,640,199273.46
2025-07-30,Breakroom,2368,47398.42
2025-07-30,Furniture,679,380507.24
2025-07-30,Office Supplies,3498,110443.47
2025-07-30,Shipping,1448,57579.24
2025-07-30,Technology,604,159971.48
2025-07-31,Breakroom,2428,49923.06
2025-07-31,Furniture,690,400819.81
2025-07-31,Office Supplies,3509,111781.66
2025-07-31,Shipping,1519,58827.17
2025-07-31,Technology,622,168810.26
2025-08-01,Breakroom,2797,58059.5
2025-08-01,Furniture,859,496407.14
2025-08-01,Office Supplies,4174,136240.47
2025-08-01,Shipping,1698,66613.16
2025-08-01,Technology,774,225878.34
2025-08-02,Breakroom,1647,33493.87
2025-08-02,Furniture,490,285585.7
2025-08-02,Office Supplies,2514,79221.62
2025-08-02,Shipping,1071,40577.12
2025-08-02,Technology,446,116134.08
2025-08-03,Breakroom,1670,33503.97
2025-08-03,Furniture,463,260023.57
2025-08-03,Office Supplies,2451,77421.2
2025-08-03,Shipping,1002,38763.95
2025-08-03,Technology,417,118170.84
2025-08-04,Breakroom,2718,55688.590000000004
2025-08-04,Furniture,878,516589.86
2025-08-04,Office Supplies,4053,127637.33
2025-08-04,Shipping,1775,69546.61
2025-08-04,Technology,759,221201.22
2025-08-05,Breakroom,2844,56910.01
2025-08-05,Furniture,811,468410.45
2025-08-05,Office Supplies,4274,135894.93
2025-08-05,Shipping,1818,70909.15
2025-08-05,Technology,777,195980.9
2025-08-06,Breakroom,2857,55189.78
2025-08-06,Furniture,838,486825.45
2025-08-06,Office Supplies,4183,134043.8
2025-08-06,Shipping,1859,71430.65
2025-08-06,Technology,804,240040.41999999998
2025-08-07,Breakroom,2775,56678.729999999996
2025-08-07,Furniture,876,517600.26
2025-08-07,Office Supplies,4272,133899.77
2025-08-07,Shipping,1714,67398.42
2025-08-07,Technology,774,220078.95
2025-08-08,Breakroom,2949,60529.25
2025-08-08,Furniture,832,489414.54
2025-08-08,Office Supplies,4202,136062.68
2025-08-08,Shipping,1757,71450.43
2025-08-08,Technology,718,200697.69999999998
2025-08-09,Breakroom,1697,34956.54
2025-08-09,Furniture,477,281350.33
2025-08-09,Office Supplies,2391,77715.63
2025-08-09,Shipping,1031,40666.64
2025-08-09,Technology,441,123498.0
2025-08-10,Breakroom,1576,32291.25
2025-08-10,Furniture,443,244726.35
2025-08-10,Office Supplies,2411,75806.97
2025-08-10,Shipping,945,37459.7
2025-08-10,Technology,406,110400.57
2025-08-11,Breakroom,2887,57339.54
2025-08-11,Furniture,849,499570.01
2025-08-11,Office Supplies,4297,138039.96
2025-08-11,Shipping,1653,65398.93
2025-08-11,Technology,747,223925.77000000002
2025-08-12,Breakroom,2771,55792.02
2025-08-12,Furniture,884,503729.26
2025-08-12,Office Supplies,4369,141094.39
2025-08-12,Shipping,1742,68462.67
2025-08-12,Technology,798,227282.29
2025-08-13,Breakroom,2863,59352.38
2025-08-13,Furniture,838,503537.06
2025-08-13,Office Supplies,4261,135409.06
2025-08-13,Shipping,1673,65165.88
2025-08-13,Technology,779,252683.15
2025-08-14,Breakroom,2974,59402.64
2025-08-14,Furniture,855,494693.46
2025-08-14,Office Supplies,4342,134755.88
2025-08-14,Shipping,1747,68713.2
2025-08-14,Technology,761,210926.01
2025-08-15,Breakroom,2892,59337.01
2025-08-15,Furniture,854,508931.29000000004
2025-08-15,Office Supplies,4438,139867.63
2025-08-15,Shipping,1732,66272.15
2025-08-15,Technology,747,233190.95
2025-08-16,Breakroom,1672,33344.01
2025-08-16,Furniture,511,290882.27
2025-08-16,Office Supplies,2565,79770.45
2025-08-16,Shipping,1028,39607.87
2025-08-16,Technology,462,120976.4
2025-08-17,Breakroom,1634,32805.25
2025-08-17,Furniture,500,291721.27
2025-08-17,Office Supplies,2443,77893.77
2025-08-17,Shipping,1060,41061.64
2025-08-17,Technology,436,102904.26
2025-08-18,Breakroom,2617,53601.04
2025-08-18,Furniture,851,499276.46
2025-08-18,Office Supplies,4390,138869.64
2025-08-18,Shipping,1871,71053.84
2025-08-18,Technology,734,226817.61000000002
2025-08-19,Breakroom,2805,56494.65
2025-08-19,Furniture,893,518642.94
2025-08-19,Office Supplies,4198,133666.03
2025-08-19,Shipping,1780,70737.7
2025-08-19,Technology,790,212515.72999999998
2025-08-20,Breakroom,2824,57485.56
2025-08-20,Furniture,833,488826.15
2025-08-20,Office Supplies,3990,127088.66
2025-08-20,Shipping,1796,68271.06
2025-08-20,Technology,733,228566.49
2025-08-21,Breakroom,2749,55102.96
2025-08-21,Furniture,769,456965.27
2025-08-21,Office Supplies,4274,132725.46
2025-08-21,Shipping,1802,71591.24
2025-08-21,Technology,715,206324.09
2025-08-22,Breakroom,2742,55587.76
2025-08-22,Furniture,897,519627.01
2025-08-22,Office Supplies,4155,133424.03
2025-08-22,Shipping,1859,70814.71
2025-08-22,Technology,823,215975.58
2025-08-23,Breakroom,1661,34327.090000000004
2025-08-23,Furniture,504,294491.68
2025-08-23,Office Supplies,2448,77025.09
2025-08-23,Shipping,1063,40686.15
2025-08-23,Technology,457,126395.67
2025-08-24,Breakroom,1620,32090.03
2025-08-24,Furniture,462,261289.48
2025-08-24,Office Supplies,2479,79872.77
2025-08-24,Shipping,968,38807.79
2025-08-24,Technology,463,139791.01
2025-08-25,Breakroom,2853,57244.38
2025-08-25,Furniture,882,512750.57
2025-08-25,Office Supplies,4221,131217.46
2025-08-25,Shipping,1831,68384.77
2025-08-25,Technology,795,243992.24
2025-08-26,Breakroom,2733,54956.48
2025-08-26,Furniture,855,501434.08
2025-08-26,Office Supplies,4032,125127.54
2025-08-26,Shipping,1757,68666.22
2025-08-26,Technology,801,247106.98
2025-08-27,Breakroom,2783,54884.88
2025-08-27,Furniture,824,493120.01
2025-08-27,Office Supplies,4207,134031.27
2025-08-27,Shipping,1890,71085.67
2025-08-27,Technology,810,228993.42
2025-08-28,Breakroom,2793,56787.16
2025-08-28,Furniture,857,482175.02
2025-08-28,Office Supplies,4168,134539.16
2025-08-28,Shipping,1716,66851.09
2025-08-28,Technology,803,221626.02000000002
2025-08-29,Breakroom,2768,57148.47
2025-08-29,Furniture,871,508796.18
2025-08-29,Office Supplies,4013,124416.82
2025-08-29,Shipping,1868,71849.78
2025-08-29,Technology,782,241906.93
2025-08-30,Breakroom,1615,33079.04
2025-08-30,Furniture,488,298507.54
2025-08-30,Office Supplies,2440,76270.26
2025-08-30,Shipping,1084,42278.22
2025-08-30,Technology,456,127352.69
2025-08-31,Breakroom,1700,34535.65
2025-08-31,Furniture,472,266496.97
2025-08-31,Office Supplies,2474,75945.46
2025-08-31,Shipping,1082,40776.59
2025-08-31,Technology,437,136849.28
2025-09-01,Breakroom,2399,48864.6
2025-09-01,Furniture,663,386000.63
2025-09-01,Office Supplies,3591,115308.29000000001
2025-09-01,Shipping,1561,60359.16
2025-09-01,Technology,699,190196.63
2025-09-02,Breakroom,2191,44780.53
2025-09-02,Furniture,710,406783.64999999997
2025-09-02,Office Supplies,3464,108102.8
2025-09-02,Shipping,1537,59545.51
2025-09-02,Technology,620,163966.46
2025-09-03,Breakroom,2250,44264.56
2025-09-03,Furniture,714,422395.25
2025-09-03,Office Supplies,3523,113367.78
2025-09-03,Shipping,1488,59323.67
2025-09-03,Technology,610,167815.78
2025-09-04,Breakroom,2433,50182.12
2025-09-04,Furniture,674,383822.61
2025-09-04,Office Supplies,3587,116282.54
2025-09-04,Shipping,1419,56780.49
2025-09-04,Technology,619,168633.62
2025-09-05,Breakroom,2326,47171.700000000004
2025-09-05,Furniture,725,423950.71
2025-09-05,Office Supplies,3640,114379.32
2025-09-05,Shipping,1536,57931.11
2025-09-05,Technology,647,176440.27
2025-09-06,Breakroom,1362,27464.420000000002
2025-09-06,Furniture,379,225324.04
2025-09-06,Office Supplies,2112,65511.95
2025-09-06,Shipping,892,33771.5
2025-09-06,Technology,320,98900.48
2025-09-07,Breakroom,1334,27540.57
2025-09-07,Furniture,382,225842.38
2025-09-07,Office Supplies,2089,67253.57
2025-09-07,Shipping,814,31383.72
2025-09-07,Technology,367,111760.99
2025-09-08,Breakroom,2422,47869.52
2025-09-08,Furniture,753,424512.09
2025-09-08,Office Supplies,3580,114267.56
2025-09-08,Shipping,1399,54546.07
2025-09-08,Technology,619,167566.81
2025-09-09,Breakroom,2323,48119.659999999996
2025-09-09,Furniture,664,388879.43
2025-09-09,Office Supplies,3485,107817.17
2025-09-09,Shipping,1615,62705.96
2025-09-09,Technology,629,169713.98
2025-09-10,Breakroom,2414,49082.6
2025-09-10,Furniture,722,422043.46
2025-09-10,Office Supplies,3427,104641.67
2025-09-10,Shipping,1552,60223.87
2025-09-10,Technology,655,200181.63
2025-09-11,Breakroom,2281,45964.21
2025-09-11,Furniture,628,365849.86
2025-09-11,Office Supplies,3444,110934.72
2025-09-11,Shipping,1399,54547.35
2025-09-11,Technology,661,193307.09
2025-09-12,Breakroom,2269,47237.14
2025-09-12,Furniture,683,400680.5
2025-09-12,Office Supplies,3185,104088.91
2025-09-12,Shipping,1413,55392.4
2025-09-12,Technology,632,170821.51
2025-09-13,Breakroom,1393,27239.88
2025-09-13,Furniture,390,224400.83
2025-09-13,Office Supplies,1976,61418.53
2025-09-13,Shipping,912,36059.59
2025-09-13,Technology,390,113204.86
2025-09-14,Breakroom,1389,27431.37
2025-09-14,Furniture,386,227887.82
2025-09-14,Office Supplies,2154,66713.71
2025-09-14,Shipping,872,33089.05
2025-09-14,Technology,368,98912.02
2025-09-15,Breakroom,2274,44662.46
2025-09-15,Furniture,682,393094.69
2025-09-15,Office Supplies,3580,112675.3
2025-09-15,Shipping,1553,61041.8
2025-09-15,Technology,630,195848.86
2025-09-16,Breakroom,2391,48891.31
2025-09-16,Furniture,699,394890.76
2025-09-16,Office Supplies,3600,113920.37
2025-09-16,Shipping,1479,57773.05
2025-09-16,Technology,660,193810.41
2025-09-17,Breakroom,2243,44104.44
2025-09-17,Furniture,737,417237.9
2025-09-17,Office Supplies,3568,113565.58
2025-09-17,Shipping,1510,58830.58
2025-09-17,Technology,633,176774.72
2025-09-18,Breakroom,2264,45724.93
2025-09-18,Furniture,681,405178.21
2025-09-18,Office Supplies,3261,99301.51
2025-09-18,Shipping,1427,56155.28
2025-09-18,Technology,686,196903.36
2025-09-19,Breakroom,2286,45681.6
2025-09-19,Furniture,722,409050.36
2025-09-19,Office Supplies,3339,108568.06
2025-09-19,Shipping,1477,58254.12
2025-09-19,Technology,630,197528.38999999998
2025-09-20,Breakroom,1350,28353.43
2025-09-20,Furniture,401,231281.59
2025-09-20,Office Supplies,2072,66173.56
2025-09-20,Shipping,904,33908.5
2025-09-20,Technology,334,97200.36
2025-09-21,Breakroom,1451,29106.09
2025-09-21,Furniture,374,212247.78
2025-09-21,Office Supplies,2052,65576.07
2025-09-21,Shipping,927,35149.32
2025-09-21,Technology,368,99475.63
2025-09-22,Breakroom,2214,43903.44
2025-09-22,Furniture,689,399029.69
2025-09-22,Office Supplies,3459,108727.55
2025-09-22,Shipping,1499,58968.86
2025-09-22,Technology,637,189050.88
2025-09-23,Breakroom,2392,49701.54
2025-09-23,Furniture,694,395057.15
2025-09-23,Office Supplies,3489,110508.18000000001
2025-09-23,Shipping,1368,52742.97
2025-09-23,Technology,625,178386.05
2025-09-24,Breakroom,2334,46864.83
2025-09-24,Furniture,670,394925.52
2025-09-24,Office Supplies,3328,103139.43
2025-09-24,Shipping,1484,58147.47
2025-09-24,Technology,616,184990.85
2025-09-25,Breakroom,2294,45519.86
2025-09-25,Furniture,658,386154.89
2025-09-25,Office Supplies,3474,111945.86
2025-09-25,Shipping,1543,60407.65
2025-09-25,Technology,692,184121.63999999998
2025-09-26,Breakroom,2169,43979.69
2025-09-26,Furniture,701,411888.25
2025-09-26,Office Supplies,3363,104147.29
2025-09-26,Shipping,1440,54429.67
2025-09-26,Technology,618,167104.36000000002
2025-09-27,Breakroom,1455,29649.56
2025-09-27,Furniture,376,214178.23
2025-09-27,Office Supplies,1923,59658.65
2025-09-27,Shipping,857,34158.03
2025-09-27,Technology,367,111904.4
2025-09-28,Breakroom,1375,27899.72
2025-09-28,Furniture,413,234453.46
2025-09-28,Office Supplies,2193,69229.24
2025-09-28,Shipping,931,35691.26
2025-09-28,Technology,344,104819.35
2025-09-29,Breakroom,2290,46719.229999999996
2025-09-29,Furniture,669,391403.53
2025-09-29,Office Supplies,3562,112136.86
2025-09-29,Shipping,1502,58015.56
2025-09-29,Technology,661,204768.93
2025-09-30,Breakroom,2267,45241.32
2025-09-30,Furniture,656,370343.96
2025-09-30,Office Supplies,3593,116563.22
2025-09-30,Shipping,1439,56173.79
2025-09-30,Technology,578,182276.61000000002
2025-10-01,Breakroom,3350,68954.68
2025-10-01,Furniture,1041,645171.95
2025-10-01,Office Supplies,5010,155432.44
2025-10-01,Shipping,1885,76357.1
2025-10-01,Technology,875,241861.91
2025-10-02,Breakroom,3197,63743.12
2025-10-02,Furniture,975,589099.56
2025-10-02,Office Supplies,4792,151449.01
2025-10-02,Shipping,2175,82420.28
2025-10-02,Technology,902,270224.97
2025-10-03,Breakroom,3109,61236.65
2025-10-03,Furniture,957,539675.33
2025-10-03,Office Supplies,4977,156468.82
2025-10-03,Shipping,2096,82767.45
2025-10-03,Technology,926,238216.89
2025-10-04,Breakroom,1894,38365.9
2025-10-04,Furniture,541,311421.35
2025-10-04,Office Supplies,3008,92983.37
2025-10-04,Shipping,1259,49476.38
2025-10-04,Technology,530,148104.54
2025-10-05,Breakroom,1881,38062.73
2025-10-05,Furniture,559,321561.83
2025-10-05,Office Supplies,2894,88761.16
2025-10-05,Shipping,1191,44544.85
2025-10-05,Technology,541,159701.65
2025-10-06,Breakroom,3259,65564.04
2025-10-06,Furniture,994,583649.41
2025-10-06,Office Supplies,4951,159180.13999999998
2025-10-06,Shipping,2006,79787.93
2025-10-06,Technology,869,240763.2
2025-10-07,Breakroom,3200,66806.79
2025-10-07,Furniture,1011,593177.04
2025-10-07,Office Supplies,4984,154850.2
2025-10-07,Shipping,2063,81092.89
2025-10-07,Technology,848,242201.47
2025-10-08,Breakroom,3507,70884.18
2025-10-08,Furniture,991,590368.24
2025-10-08,Office Supplies,4927,150633.18
2025-10-08,Shipping,1919,76144.63
2025-10-08,Technology,989,252643.17
2025-10-09,Breakroom,3387,68098.97
2025-10-09,Furniture,1008,590316.18
2025-10-09,Office Supplies,4794,151451.71
2025-10-09,Shipping,2088,81894.99
2025-10-09,Technology,1002,289869.23
2025-10-10,Breakroom,3200,64124.15
2025-10-10,Furniture,1011,563139.49
2025-10-10,Office Supplies,5029,159610.43
2025-10-10,Shipping,1984,76583.47
2025-10-10,Technology,891,254077.03
2025-10-11,Breakroom,1986,40378.35
2025-10-11,Furniture,573,345893.69
2025-10-11,Office Supplies,2845,87605.03
2025-10-11,Shipping,1205,45293.22
2025-10-11,Technology,536,152206.02
2025-10-12,Breakroom,2041,41028.82
2025-10-12,Furniture,620,364969.79
2025-10-12,Office Supplies,3011,94182.91
2025-10-12,Shipping,1172,44241.47
2025-10-12,Technology,537,143449.48
2025-10-13,Breakroom,3424,69180.43
2025-10-13,Furniture,946,567794.61
2025-10-13,Office Supplies,4957,160113.94
2025-10-13,Shipping,1931,75780.84
2025-10-13,Technology,927,265995.33
2025-10-14,Breakroom,3263,67735.5
2025-10-14,Furniture,969,586304.79
2025-10-14,Office Supplies,4626,150053.13
2025-10-14,Shipping,1984,78515.56
2025-10-14,Technology,925,269800.93
2025-10-15,Breakroom,3237,64700.41
2025-10-15,Furniture,972,551430.1
2025-10-15,Office Supplies,4800,155508.8
2025-10-15,Shipping,2052,81752.24
2025-10-15,Technology,921,248685.45
2025-10-16,Breakroom,3266,67074.32
2025-10-16,Furniture,977,568505.98
2025-10-16,Office Supplies,4958,161663.34
2025-10-16,Shipping,2196,87558.72
2025-10-16,Technology,887,258052.86000000002
2025-10-17,Breakroom,3399,67336.87
2025-10-17,Furniture,1002,580949.58
2025-10-17,Office Supplies,4771,150216.52
2025-10-17,Shipping,2035,77327.51
2025-10-17,Technology,952,280665.35
2025-10-18,Breakroom,1958,39493.04
2025-10-18,Furniture,574,329262.62
2025-10-18,Office Supplies,2950,94437.32
2025-10-18,Shipping,1179,46072.96
2025-10-18,Technology,518,149531.58
2025-10-19,Breakroom,1877,37562.05
2025-10-19,Furniture,564,323031.44
2025-10-19,Office Supplies,2989,92514.03
2025-10-19,Shipping,1304,49755.25
2025-10-19,Technology,538,138858.03
2025-10-20,Breakroom,3290,66016.11
2025-10-20,Furniture,938,543057.68
2025-10-20,Office Supplies,4903,150624.4
2025-10-20,Shipping,2155,84901.45
2025-10-20,Technology,867,258748.18
2025-10-21,Breakroom,3255,65911.53
2025-10-21,Furniture,979,582910.2
2025-10-21,Office Supplies,5149,164869.19
2025-10-21,Shipping,2034,80406.78
2025-10-21,Technology,880,252619.78
2025-10-22,Breakroom,3098,64135.69
2025-10-22,Furniture,1002,574858.7
2025-10-22,Office Supplies,5128,161769.2
2025-10-22,Shipping,1945,74381.44
2025-10-22,Technology,1033,297969.63
2025-10-23,Breakroom,3351,66255.71
2025-10-23,Furniture,1036,609369.17
2025-10-23,Office Supplies,5005,158589.43
2025-10-23,Shipping,2126,82679.66
2025-10-23,Technology,895,235528.33
2025-10-24,Breakroom,3176,65042.24
2025-10-24,Furniture,1017,573864.21
2025-10-24,Office Supplies,4870,155321.88
2025-10-24,Shipping,2179,84087.78
2025-10-24,Technology,870,252882.89
2025-10-25,Breakroom,1883,38637.56
2025-10-25,Furniture,594,351753.58
2025-10-25,Office Supplies,2950,94538.01
2025-10-25,Shipping,1281,49749.19
2025-10-25,Technology,497,128384.48999999999
2025-10-26,Breakroom,1930,38294.55
2025-10-26,Furniture,589,329632.57
2025-10-26,Office Supplies,2898,94171.58
2025-10-26,Shipping,1190,47012.42
2025-10-26,Technology,520,151660.05
2025-10-27,Breakroom,3140,63582.54
2025-10-27,Furniture,1015,587554.82
2025-10-27,Office Supplies,5231,166620.1
2025-10-27,Shipping,2088,78033.68
2025-10-27,Technology,974,293479.02
2025-10-28,Breakroom,3447,69469.56999999999
2025-10-28,Furniture,960,540234.57
2025-10-28,Office Supplies,4863,156744.57
2025-10-28,Shipping,1991,78794.69
2025-10-28,Technology,961,298975.08
2025-10-29,Breakroom,3344,66333.14
2025-10-29,Furniture,1001,567420.27
2025-10-29,Office Supplies,5064,159451.21
2025-10-29,Shipping,2092,82448.95
2025-10-29,Technology,801,241135.0
2025-10-30,Breakroom,3384,68228.48
2025-10-30,Furniture,995,558046.26
2025-10-30,Office Supplies,4825,156008.0
2025-10-30,Shipping,2083,83610.21
2025-10-30,Technology,873,263933.45
2025-10-31,Breakroom,3225,66945.36
2025-10-31,Furniture,991,575926.37
2025-10-31,Office Supplies,5051,159547.21
2025-10-31,Shipping,2071,81445.76
2025-10-31,Technology,868,258440.68
2025-11-01,Breakroom,1968,40630.4
2025-11-01,Furniture,552,315977.1
2025-11-01,Office Supplies,2905,89849.27
2025-11-01,Shipping,1260,49174.4
2025-11-01,Technology,539,147305.1
2025-11-02,Breakroom,1881,37329.78
2025-11-02,Furniture,538,316525.34
2025-11-02,Office Supplies,2928,92967.99
2025-11-02,Shipping,1362,51590.11
2025-11-02,Technology,524,164343.87
2025-11-03,Breakroom,3153,63672.24
2025-11-03,Furniture,1011,576498.32
2025-11-03,Office Supplies,4989,158775.22
2025-11-03,Shipping,2128,83970.0
2025-11-03,Technology,951,272225.77
2025-11-04,Breakroom,3444,68841.4
2025-11-04,Furniture,939,544855.13
2025-11-04,Office Supplies,5094,160174.35
2025-11-04,Shipping,2073,79233.04
2025-11-04,Technology,967,281145.18
2025-11-05,Breakroom,3361,66154.86
2025-11-05,Furniture,995,597213.01
2025-11-05,Office Supplies,5036,158646.23
2025-11-05,Shipping,2189,86970.36
2025-11-05,Technology,843,267744.14
2025-11-06,Breakroom,3351,65071.8
2025-11-06,Furniture,978,572172.9
2025-11-06,Office Supplies,4833,154885.32
2025-11-06,Shipping,2097,81217.33
2025-11-06,Technology,921,287935.21
2025-11-07,Breakroom,3307,67258.78
2025-11-07,Furniture,985,564429.32
2025-11-07,Office Supplies,5110,165572.25
2025-11-07,Shipping,1993,78086.28
2025-11-07,Technology,914,254833.37
2025-11-08,Breakroom,1997,40854.0
2025-11-08,Furniture,558,311898.8
2025-11-08,Office Supplies,2877,93107.25
2025-11-08,Shipping,1211,46802.34
2025-11-08,Technology,504,130637.98
2025-11-09,Breakroom,2043,41497.19
2025-11-09,Furniture,557,322664.8
2025-11-09,Office Supplies,3089,95519.75
2025-11-09,Shipping,1328,51349.38
2025-11-09,Technology,567,154441.06
2025-11-10,Breakroom,3234,67270.12
2025-11-10,Furniture,926,541858.56
2025-11-10,Office Supplies,4858,157185.88
2025-11-10,Shipping,2147,85493.97
2025-11-10,Technology,891,226834.08000000002
2025-11-11,Breakroom,3360,70228.05
2025-11-11,Furniture,1012,569716.09
2025-11-11,Office Supplies,4902,154757.47
2025-11-11,Shipping,1983,76583.16
2025-11-11,Technology,993,298414.32
2025-11-12,Breakroom,3240,67032.48
2025-11-12,Furniture,970,548984.84
2025-11-12,Office Supplies,4911,157861.58
2025-11-12,Shipping,2085,82041.19
2025-11-12,Technology,891,277666.01
2025-11-13,Breakroom,3407,68557.59
2025-11-13,Furniture,960,552603.53
2025-11-13,Office Supplies,4627,149391.01
2025-11-13,Shipping,2113,79593.72
2025-11-13,Technology,879,260544.48
2025-11-14,Breakroom,3245,65583.37
2025-11-14,Furniture,973,562715.64
2025-11-14,Office Supplies,5182,159098.07
2025-11-14,Shipping,2066,80508.01
2025-11-14,Technology,931,270755.32
2025-11-15,Breakroom,1902,38316.61
2025-11-15,Furniture,574,335433.91
2025-11-15,Office Supplies,3000,94632.48
2025-11-15,Shipping,1162,45036.08
2025-11-15,Technology,529,144380.26
2025-11-16,Breakroom,1968,38951.1
2025-11-16,Furniture,590,344697.86
2025-11-16,Office Supplies,2953,91340.68
2025-11-16,Shipping,1193,46183.11
2025-11-16,Technology,577,165513.55
2025-11-17,Breakroom,3286,65363.67
2025-11-17,Furniture,977,566716.12
2025-11-17,Office Supplies,4819,149088.62
2025-11-17,Shipping,2117,81323.71
2025-11-17,Technology,954,295940.89
2025-11-18,Breakroom,3206,64794.13
2025-11-18,Furniture,975,578309.18
2025-11-18,Office Supplies,5126,164292.13
2025-11-18,Shipping,2008,81610.79
2025-11-18,Technology,898,232176.15
2025-11-19,Breakroom,3205,64589.19
2025-11-19,Furniture,969,568063.45
2025-11-19,Office Supplies,5024,155817.12
2025-11-19,Shipping,2115,80656.96
2025-11-19,Technology,812,218708.39
2025-11-20,Breakroom,3497,71645.63
2025-11-20,Furniture,1045,601603.25
2025-11-20,Office Supplies,5081,160486.14
2025-11-20,Shipping,2047,77659.61
2025-11-20,Technology,923,248498.89
2025-11-21,Breakroom,3147,63336.24
2025-11-21,Furniture,954,545939.3
2025-11-21,Office Supplies,5040,160696.84
2025-11-21,Shipping,1985,77689.92
2025-11-21,Technology,855,261592.09
2025-11-22,Breakroom,2017,39631.29
2025-11-22,Furniture,555,325821.69
2025-11-22,Office Supplies,3018,94574.38
2025-11-22,Shipping,1359,51527.72
2025-11-22,Technology,565,148563.66999999998
2025-11-23,Breakroom,1967,39197.91
2025-11-23,Furniture,595,349907.77999999997
2025-11-23,Office Supplies,2815,90347.23
2025-11-23,Shipping,1294,48672.46
2025-11-23,Technology,500,131257.91
2025-11-24,Breakroom,3168,63152.78
2025-11-24,Furniture,1009,602536.75
2025-11-24,Office Supplies,4904,157852.42
2025-11-24,Shipping,2099,83379.9
2025-11-24,Technology,866,244223.05
2025-11-25,Breakroom,3169,64684.98
2025-11-25,Furniture,981,578474.51
2025-11-25,Office Supplies,5049,164894.49
2025-11-25,Shipping,2010,79548.7
2025-11-25,Technology,909,264905.5
2025-11-26,Breakroom,3384,67514.7
